Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Ambience,Lively,Service,Comfortablility,Privacy,Years Since Opening,City_Clean,Country,City_Tier
32500000,"tibetan,greek",chennai,Near Party Hub,2011-10-06,63.0,Tier A Celebrity,64.0,0,1,1,1,1,2.0,Bar,Arabian,3,0,2,4,4,4,5,9.0,6.0,4.0,6,4,5,7,13.826146475017111,chennai,India,Tier 1
10000000,"welsh,thai",Kolkata,Near Party Hub,2012-07-25,73.37,Not Specific,61.57,1,1,1,1,1,2.0,Bar,Arabian,3,1,5,5,4,5,8,7.0,3.0,8.0,7,5,4,7,13.023956194387406,kolkata,India,Tier 1
21500000,"algerian,belgian",Haridwar,Near Business Hub,2012-05-15,83.4,Tier A Celebrity,84.5,1,1,0,1,1,2.0,Bar,Nature,3,0,3,4,5,4,5,8.0,,4.0,5,5,3,7,13.218343600273785,haridwar,India,Tier 3
37500000,"turkish,nigerian",Noida,Near Party Hub,2011-06-13,81.0,Tier A Celebrity,79.0,1,1,0,1,1,2.0,Bar,Greek,3,0,7,5,5,4,5,9.0,4.0,4.0,7,8,4,8,14.140999315537304,noida,India,Tier 1
31000000,"tibetan,greek",Gurgaon,Near Business Hub,2010-10-21,92.6,Tier A Celebrity,69.0,1,1,1,1,0,1.0,Bar,Greek,3,0,3,7,5,7,5,10.0,,10.0,9,5,3,7,14.784394250513348,gurgaon,India,Tier 1
50500000,"cuban,british",-1,Near Party Hub,2011-12-13,86.0,Tier A Celebrity,83.8,1,1,1,1,1,2.0,Bar,90's,3,0,5,5,6,5,5,8.0,4.0,8.0,9,6,3,7,13.639972621492129,unknown,Unknown,Other
14500000,"british,belgian",Noida,Near Party Hub,2008-12-31,78.6,Tier A Celebrity,64.8,0,1,1,1,1,2.0,Bar,90's,2,0,1,6,5,5,7,10.0,4.0,7.0,6,5,3,2,16.588637919233403,noida,India,Tier 1
10500000,"irish,belgian",-1,Near Business Hub,2011-08-16,84.5,Not Specific,89.1,1,1,1,1,0,2.0,Bar,Arabian,3,0,5,2,4,3,9,10.0,4.0,6.0,8,4,2,9,13.96577686516085,unknown,Unknown,Other
40500000,"tibetan,greek",Bangalore,Near Party Hub,2009-03-29,85.3,Not Specific,75.0,1,1,1,1,0,2.0,Bar,Greek,3,0,7,4,4,3,7,6.0,3.0,6.0,6,5,5,2,16.347707049965777,bangalore,India,Tier 1
45000000,"indian,irish",-1,Near Party Hub,2010-01-27,,Tier A Celebrity,79.0,1,1,1,1,1,2.0,Bar,90's,3,1,8,5,5,6,8,9.0,5.0,6.0,7,7,4,7,15.515400410677618,unknown,Unknown,Other
27500000,"turkish,sapnish",Noida,Near Business Hub,2011-04-03,,Tier A Celebrity,74.6,1,1,1,0,0,2.0,Bar,90's,3,0,7,3,5,3,7,7.0,3.0,7.0,6,1,3,6,14.335386721423683,noida,India,Tier 1
12000000,"chinese,salvadorian",Raigarh,Near Party Hub,2009-04-01,75.0,Not Specific,56.0,1,1,1,1,1,2.0,Bar,Chinese,3,0,4,4,3,4,9,7.0,,8.0,7,1,1,6,16.33949349760438,raigarh,India,Tier 3
44500000,"cuban,british",Bangalore,Near Party Hub,2006-12-26,86.2,Tier A Celebrity,60.2,1,1,1,1,1,2.0,Bar,Delicio,2,1,8,5,5,6,8,9.0,5.0,9.0,6,3,0,5,18.60369609856263,bangalore,India,Tier 1
40000000,"turkish,nigerian",-1,Near Party Hub,2010-08-23,80.0,Tier A Celebrity,70.0,0,1,0,0,0,1.0,Bar,90's,2,0,8,4,4,6,10,10.0,4.0,2.0,5,6,3,6,14.94592744695414,unknown,Unknown,Other
33000000,"tibetan,greek",Hyderabad,Near Business Hub,2011-09-26,76.4,Tier A Celebrity,81.1,1,1,1,1,1,2.0,Bar,90's,3,1,3,4,5,3,8,8.0,5.0,8.0,8,3,0,6,13.853524982888432,hyderabad,India,Tier 1
15500000,"turkish,sapnish",Visakhapatnam,Near Business Hub,2010-05-14,75.0,Not Specific,91.2,1,1,1,1,0,2.0,Bar,Arabian,3,0,8,3,3,4,6,10.0,4.0,5.0,7,3,4,6,15.222450376454484,visakhapatnam,India,Tier 2
30000000,"japanese,thai",Chennai,Near Party Hub,2007-08-05,87.0,Not Specific,76.0,1,1,1,1,0,2.0,Bar,Arabian,3,1,10,4,5,4,5,10.0,4.0,6.0,6,4,3,7,17.9958932238193,chennai,India,Tier 1
47500000,"tibetan,greek",Bangalore,Near Party Hub,2011-05-25,86.88,Not Specific,80.83,1,1,1,1,1,2.0,Bar,Arabian,2,1,2,4,3,6,6,7.0,4.0,8.0,7,5,6,7,14.193018480492814,bangalore,India,Tier 1
20000000,"irish,belgian",Chennai,Near Business Hub,2007-05-21,75.0,Not Specific,56.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,8,3,4,4,10,7.0,3.0,8.0,6,7,2,8,18.203969883641342,chennai,India,Tier 1
18000000,"welsh,thai",New Delhi,Near Party Hub,2008-08-05,,Not Specific,68.0,1,1,1,1,1,2.0,Caffee,Arabian,3,0,2,2,4,5,6,7.0,3.0,7.0,7,7,4,8,16.993839835728952,new delhi,India,Tier 1
50000000,"tibetan,italian",Gurgaon,Near Party Hub,2008-04-28,70.67,Not Specific,67.8,1,1,1,1,1,2.0,Bar,Arabian,2,1,2,5,6,7,7,9.0,5.0,8.0,7,3,3,5,17.26488706365503,gurgaon,India,Tier 1
36000000,"indian,irish",Mumbai,Near Party Hub,2009-09-07,65.1,Not Specific,71.0,1,1,0,1,1,2.0,Bar,Arabian,2,0,3,4,4,5,5,10.0,4.0,10.0,8,3,0,6,15.904175222450377,mumbai,India,Tier 1
9500000,"british,japanese",Chennai,Near Party Hub,2011-12-13,78.8,Not Specific,76.5,1,1,1,0,1,2.0,Bar,Greek,3,0,8,3,4,3,8,8.0,,6.0,8,5,2,3,13.639972621492129,chennai,India,Tier 1
32500000,"tibetan,italian",Mysore,Near Party Hub,2010-12-23,68.14,Tier A Celebrity,65.8,0,1,1,1,1,2.0,Bar,Greek,3,0,7,5,4,4,7,9.0,2.0,6.0,6,6,3,4,14.611909650924025,mysore,India,Tier 2
20500000,"chinese,salvadorian",-1,Near Party Hub,2011-07-05,74.0,Tier A Celebrity,69.0,0,1,1,0,1,2.0,Bar,90's,3,0,4,5,5,4,10,8.0,3.0,6.0,7,6,0,6,14.080766598220396,unknown,Unknown,Other
16000000,"tibetan,greek",Hyderabad,Near Party Hub,2007-07-24,87.0,Not Specific,92.0,1,1,1,1,1,2.0,Bar,Chinese,2,1,8,4,6,5,9,7.0,3.0,8.0,6,4,2,3,18.028747433264886,hyderabad,India,Tier 1
32500000,"algerian,korean",Kolkata,Near Party Hub,2010-07-12,92.2,Tier A Celebrity,75.6,0,1,1,0,1,2.0,Bar,Arabian,4,1,2,6,5,6,6,9.0,5.0,9.0,9,5,0,7,15.06091718001369,kolkata,India,Tier 1
38500000,"british,japanese",Jaipur,Near Party Hub,2008-07-26,76.0,Tier A Celebrity,66.0,0,1,1,1,1,1.0,Bar,Arabian,2,1,8,6,5,6,5,9.0,5.0,6.0,6,4,2,6,17.021218343600275,jaipur,India,Tier 2
40000000,"welsh,thai",Chennai,Near Party Hub,2008-01-14,68.0,Not Specific,65.0,1,1,1,1,1,2.0,Bar,Nature,2,0,10,5,5,4,10,7.0,,3.0,7,5,6,9,17.5523613963039,chennai,India,Tier 1
65000000,"japanese,thai",-1,Near Party Hub,2008-06-10,,Tier A Celebrity,73.8,1,1,0,1,1,2.0,Bar,Arabian,3,0,4,8,5,4,7,9.0,5.0,8.0,8,7,5,8,17.14715947980835,unknown,Unknown,Other
18000000,"british,japanese",Chennai,Near Party Hub,2011-06-18,84.0,Not Specific,87.83,1,1,1,1,1,2.0,Bar,Arabian,4,0,4,4,4,4,6,9.0,4.0,5.0,4,7,2,6,14.127310061601642,chennai,India,Tier 1
50000000,"turkish,nigerian",New Delhi,Near Party Hub,2010-04-03,84.0,Tier A Celebrity,78.0,1,1,1,1,1,2.0,Bar,Greek,2,0,6,7,4,5,9,7.0,,6.0,8,8,2,4,15.3347022587269,new delhi,India,Tier 1
24000000,"algerian,belgian",Jabalpur,Near Party Hub,2007-10-25,65.0,Not Specific,54.0,1,1,1,1,1,2.0,Bar,Greek,2,0,9,3,4,4,7,7.0,,7.0,5,3,2,6,17.7741273100616,jabalpur,India,Tier 2
30000000,"swedish,greek",Jabalpur,Near Party Hub,2010-08-12,93.5,Tier A Celebrity,84.5,0,1,1,1,1,1.0,Bar,Nature,2,0,10,7,6,7,9,9.0,,4.0,7,4,2,7,14.976043805612594,jabalpur,India,Tier 2
20000000,"irish,belgian",Bangalore,Near Business Hub,2009-07-02,,Not Specific,75.16,0,1,1,1,1,2.0,Bar,Greek,3,0,8,4,4,3,8,9.0,3.0,4.0,5,1,6,5,16.087611225188226,bangalore,India,Tier 1
23000000,"turkish,nigerian",Noida,Near Party Hub,2007-05-03,74.4,Tier A Celebrity,69.9,1,1,1,1,0,2.0,Bar,Arabian,2,0,8,4,5,5,10,8.0,3.0,7.0,9,6,4,7,18.253251197809718,noida,India,Tier 1
17000000,"cuban,british",hyderabad,Near Party Hub,2011-02-21,86.8,Not Specific,88.4,1,1,0,1,1,2.0,Bar,Greek,3,1,9,4,5,6,7,,3.0,8.0,6,7,2,7,14.447638603696099,hyderabad,India,Tier 1
23000000,"british,japanese",-1,Near Party Hub,2010-10-06,81.66,Not Specific,58.55,1,1,1,0,1,2.0,Bar,Delicio,1,1,5,6,6,5,10,8.0,4.0,8.0,8,7,2,9,14.825462012320328,unknown,Unknown,Other
30000000,"tibetan,greek",pune,Near Party Hub,2011-10-25,90.15,Not Specific,83.33,1,1,1,1,1,2.0,Bar,Molino,4,0,5,3,5,4,10,8.0,,5.0,4,4,5,5,13.774127310061601,pune,India,Tier 1
12000000,"welsh,thai",kolkata,Near Party Hub,2008-01-27,,Tier A Celebrity,64.8,1,1,1,1,1,2.0,Bar,Arabian,3,1,7,5,5,5,8,9.0,5.0,4.0,7,4,6,5,17.516769336071185,kolkata,India,Tier 1
18000000,"turkish,sapnish",Noida,Near Business Hub,2010-06-01,55.6,Not Specific,68.0,0,1,1,1,0,2.0,Bar,Arabian,2,0,8,4,3,3,9,6.0,3.0,8.0,7,6,5,8,15.173169062286105,noida,India,Tier 1
32500000,"welsh,thai",New Delhi,Near Party Hub,2006-09-02,61.0,Tier A Celebrity,61.0,0,1,1,1,0,2.0,Bar,90's,3,0,8,3,4,3,9,8.0,3.0,5.0,5,2,6,3,18.91854893908282,new delhi,India,Tier 1
24000000,"turkish,sapnish",Lucknow,Near Party Hub,2009-09-17,80.0,Tier A Celebrity,74.0,1,1,1,1,1,2.0,Bar,90's,1,0,7,5,5,5,6,9.0,5.0,6.0,7,4,0,7,15.876796714579056,lucknow,India,Tier 2
38000000,"welsh,thai",NOIDA,Near Party Hub,2007-02-04,82.8,Tier A Celebrity,75.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,5,5,6,6,10,9.0,6.0,8.0,6,5,2,6,18.494182067077343,noida,India,Tier 1
18000000,"algerian,belgian",Unnao,Near Party Hub,2012-02-04,78.6,Tier A Celebrity,82.6,1,1,1,1,1,2.0,Bar,Nature,3,0,9,5,5,3,10,6.0,,5.0,5,5,3,9,13.494866529774127,unnao,India,Tier 3
14500000,"peruvian,cuban",Noida,Near Party Hub,2012-05-07,82.8,Not Specific,69.2,1,1,1,1,1,2.0,Bar,90's,3,0,1,4,5,6,8,7.0,4.0,6.0,6,5,4,6,13.240246406570842,noida,India,Tier 1
30000000,"welsh,thai",New Delhi,Near Business Hub,2011-08-15,80.0,Tier A Celebrity,78.0,1,1,1,1,1,2.0,Bar,Arabian,4,0,7,5,5,5,5,10.0,4.0,7.0,8,5,1,6,13.96851471594798,new delhi,India,Tier 1
24000000,"tibetan,greek",Hyderabad,Near Party Hub,2010-07-05,91.0,Not Specific,91.0,0,1,1,1,1,2.0,Bar,Arabian,4,1,1,4,5,7,7,8.0,5.0,8.0,9,7,6,8,15.080082135523615,hyderabad,India,Tier 1
24000000,"indian,irish",Gurgaon,Near Business Hub,2010-12-14,72.2,Tier A Celebrity,63.0,1,1,1,1,1,2.0,Bar,Chinese,3,0,10,5,4,5,8,6.0,,7.0,9,8,0,6,14.636550308008214,gurgaon,India,Tier 1
33500000,"japanese,thai",Kolkata,Near Party Hub,2007-08-21,,Not Specific,81.0,1,1,1,1,1,2.0,Bar,Arabian,3,1,3,4,5,6,10,10.0,4.0,6.0,8,3,1,8,17.95208761122519,kolkata,India,Tier 1
17000000,"peruvian,cuban",Kolkata,Near Party Hub,2011-02-04,79.5,Not Specific,63.2,1,1,0,1,0,2.0,Bar,Greek,2,0,2,6,4,4,8,8.0,4.0,6.0,9,7,4,8,14.494182067077345,kolkata,India,Tier 1
21500000,"welsh,thai",New Delhi,Near Party Hub,2008-10-05,44.16,Not Specific,62.0,1,1,1,0,1,2.0,Caffee,Arabian,3,0,2,5,5,4,9,9.0,6.0,7.0,8,5,3,7,16.826830937713893,new delhi,India,Tier 1
35000000,"british,japanese",Bhubaneswar,Near Business Hub,2010-03-15,94.4,Tier A Celebrity,86.8,0,1,1,1,1,2.0,Bar,Chinese,5,0,10,6,4,6,6,9.0,,6.0,7,2,3,6,15.38672142368241,bhubaneswar,India,Tier 2
24000000,"tibetan,greek",KOLKATA,Near Party Hub,2010-02-19,82.0,Not Specific,83.0,1,1,1,1,1,2.0,Bar,Arabian,4,1,5,6,4,5,6,,,1.0,2,5,3,4,15.45242984257358,kolkata,India,Tier 1
36000000,"british,belgian",Faridabad,Near Party Hub,2007-11-28,64.4,Not Specific,69.0,1,1,0,1,1,2.0,Bar,Greek,2,1,1,4,5,3,8,9.0,3.0,4.0,8,4,8,8,17.68104038329911,faridabad,India,Tier 2
20000000,"tibetan,italian",Bangalore,Near Party Hub,2010-08-12,85.4,Not Specific,88.7,0,1,1,1,1,2.0,Bar,Greek,2,0,8,4,4,5,7,8.0,,8.0,10,4,4,6,14.976043805612594,bangalore,India,Tier 1
20000000,"turkish,sapnish",Noida,Near Party Hub,2010-06-26,72.0,Not Specific,72.0,0,1,1,1,1,2.0,Caffee,Arabian,3,0,8,3,3,3,8,10.0,3.0,4.0,7,8,8,9,15.104722792607802,noida,India,Tier 1
40000000,"tibetan,italian",Bangalore,Near Business Hub,2009-08-03,73.6,Not Specific,62.66,1,1,0,0,0,2.0,Bar,90's,3,1,7,4,3,3,5,10.0,4.0,9.0,8,5,5,6,16.0,bangalore,India,Tier 1
33500000,"japanese,thai",Chennai,Near Party Hub,2008-12-10,,Not Specific,61.0,0,1,1,1,1,2.0,Bar,Arabian,3,0,7,6,5,5,6,9.0,4.0,8.0,9,4,2,5,16.646132785763175,chennai,India,Tier 1
65000000,"chinese,salvadorian",-1,Near Party Hub,2010-04-17,,Tier A Celebrity,76.0,1,1,1,1,1,2.0,Bar,Greek,4,0,1,5,6,7,9,8.0,,6.0,9,4,1,7,15.29637234770705,unknown,Unknown,Other
10000000,"chinese,salvadorian",Indore,Near Party Hub,2010-05-25,85.17,Tier A Celebrity,76.6,0,1,1,1,1,2.0,Bar,Nature,3,0,8,7,5,6,7,9.0,3.0,6.0,7,6,4,4,15.19233401779603,indore,India,Tier 2
19000000,"british,japanese",Gurgaon,Near Party Hub,2011-05-12,68.14,Not Specific,61.7,1,1,1,1,1,2.0,Bar,Arabian,3,1,5,5,5,4,9,9.0,5.0,6.0,7,5,4,8,14.22861054072553,gurgaon,India,Tier 1
22500000,"welsh,thai",Chennai,Near Party Hub,2010-05-24,89.0,Not Specific,96.7,1,1,1,1,1,2.0,Bar,Greek,5,1,10,5,4,3,9,6.0,3.0,5.0,6,6,7,6,15.195071868583161,chennai,India,Tier 1
33000000,"tibetan,italian",Gurgaon,Near Party Hub,2010-11-01,74.0,Tier A Celebrity,85.0,1,1,1,0,1,2.0,Bar,Greek,2,0,2,6,5,5,8,9.0,3.0,8.0,8,5,1,5,14.754277891854894,gurgaon,India,Tier 1
11000000,"welsh,thai",Lucknow,Near Party Hub,2010-01-13,83.0,Tier A Celebrity,73.0,0,1,1,1,1,2.0,Bar,90's,2,0,8,5,5,5,10,9.0,4.0,6.0,7,5,7,5,15.553730321697467,lucknow,India,Tier 2
42000000,"polish,jewish",Bangalore,Near Business Hub,2010-04-22,85.0,Tier A Celebrity,95.0,1,1,1,1,1,2.0,Bar,Arabian,3,1,5,5,6,5,6,9.0,5.0,7.0,8,5,2,7,15.28268309377139,bangalore,India,Tier 1
12000000,"irish,belgian",Bangalore ,Near Party Hub,2007-08-17,79.0,Not Specific,62.5,1,0,1,1,1,2.0,Caffee,Arabian,3,1,9,4,4,5,6,8.0,4.0,6.0,6,3,5,4,17.963039014373717,bangalore,India,Tier 1
17000000,"welsh,thai",-1,Near Party Hub,2004-12-27,70.1,Not Specific,52.0,0,1,1,1,1,2.0,Bar,Downtown,1,1,3,4,4,3,5,10.0,2.0,5.0,7,4,7,7,20.59958932238193,unknown,Unknown,Other
32500000,"tibetan,italian",Bangalore,Near Business Hub,2009-09-16,88.25,Not Specific,79.57,1,1,1,1,1,2.0,Bar,Greek,4,0,1,4,4,4,5,8.0,3.0,9.0,7,7,1,8,15.879534565366187,bangalore,India,Tier 1
30000000,"swedish,greek",Hyderabad,Near Party Hub,2011-08-26,,Not Specific,88.0,1,1,1,0,1,2.0,Bar,Greek,3,1,8,5,5,5,10,8.0,3.0,7.0,7,7,2,8,13.938398357289527,hyderabad,India,Tier 1
34000000,"polish,jewish",Bangalore,Near Business Hub,2010-12-05,94.8,Tier A Celebrity,93.0,1,1,1,1,1,2.0,Bar,90's,3,0,1,6,5,5,6,10.0,4.0,7.0,7,3,7,7,14.661190965092402,bangalore,India,Tier 1
39000000,"tibetan,greek",Pune,Near Party Hub,2009-07-26,77.4,Tier A Celebrity,78.8,1,1,1,1,0,2.0,Bar,Greek,3,0,8,6,6,6,8,8.0,,6.0,6,2,2,3,16.021902806297057,pune,India,Tier 1
30000000,"swedish,greek",Navi Mumbai,Near Business Hub,2007-02-24,66.66,Not Specific,61.0,1,1,1,1,1,2.0,Bar,90's,1,1,3,3,4,3,10,10.0,4.0,3.0,7,4,1,8,18.439425051334702,mumbai,India,Tier 1
9000000,"tibetan,greek",Noida,Near Business Hub,2010-11-05,81.03,Not Specific,70.0,1,1,1,0,1,2.0,Bar,90's,3,0,9,5,5,6,10,10.0,5.0,5.0,8,5,0,7,14.743326488706366,noida,India,Tier 1
39500000,"tibetan,greek",-1,Near Party Hub,2010-07-04,73.0,Not Specific,85.4,1,1,1,0,1,2.0,Bar,Greek,3,0,6,5,5,7,10,9.0,4.0,5.0,5,4,4,3,15.082819986310746,unknown,Unknown,Other
15000000,"indian,irish",Pune,Near Party Hub,2008-04-30,44.0,Tier A Celebrity,74.0,1,1,1,0,0,2.0,Bar,Parsi,2,1,10,4,3,4,10,9.0,,5.0,7,6,2,8,17.259411362080765,pune,India,Tier 1
10000000,"welsh,thai",Bhubaneshwar,Near Party Hub,2006-06-07,45.6,Not Specific,73.6,0,1,1,0,0,2.0,Caffee,Arabian,4,0,6,3,3,4,9,10.0,4.0,8.0,7,2,4,5,19.156741957563312,bhubaneswar,India,Tier 2
52500000,"tibetan,italian",Noida,Near Party Hub,2011-09-07,92.0,Tier A Celebrity,82.4,1,1,0,1,0,2.0,Bar,Molino,3,0,6,6,6,7,9,7.0,5.0,6.0,8,5,3,6,13.905544147843942,noida,India,Tier 1
65000000,"cuban,british",Gurgaon,Near Party Hub,2010-08-19,87.8,Tier A Celebrity,74.4,1,1,1,1,1,1.0,Bar,Molino,3,0,4,5,5,5,5,9.0,,4.0,7,5,6,6,14.956878850102669,gurgaon,India,Tier 1
20000000,"algerian,belgian",New Delhi,Near Party Hub,2011-05-19,,Tier A Celebrity,65.8,1,1,1,1,1,2.0,Bar,Nature,4,0,3,5,5,6,9,8.0,,6.0,7,8,3,9,14.209445585215606,new delhi,India,Tier 1
31000000,"japanese,thai",Pune,Near Party Hub,2010-06-05,72.6,Not Specific,73.0,0,1,1,0,1,2.0,Bar,Greek,2,1,2,3,5,4,10,,3.0,10.0,10,8,2,5,15.162217659137577,pune,India,Tier 1
44500000,"welsh,thai",Thane,Near Party Hub,2008-07-23,79.86,Not Specific,78.16,1,1,1,1,0,2.0,Bar,Parsi,1,0,1,4,4,4,6,7.0,,2.0,3,7,6,6,17.02943189596167,thane,India,Tier 3
12000000,"peruvian,cuban",-1,Near Party Hub,2011-07-29,84.67,Not Specific,74.92,1,1,1,1,1,2.0,Bar,Arabian,2,1,4,4,5,4,7,9.0,,10.0,10,3,0,8,14.015058179329227,unknown,Unknown,Other
38500000,"tibetan,greek",-1,Near Party Hub,2010-07-07,85.6,Tier A Celebrity,77.0,1,1,1,1,1,2.0,Bar,90's,3,0,10,5,4,4,5,10.0,4.0,4.0,7,3,3,6,15.07460643394935,unknown,Unknown,Other
30000000,"tibetan,greek",Thiruvananthapuram,Near Business Hub,2011-11-30,90.0,Tier A Celebrity,79.4,1,1,0,1,1,2.0,Bar,Arabian,4,0,9,5,5,4,7,9.0,4.0,8.0,8,8,2,9,13.675564681724847,thiruvananthapuram,India,Tier 2
65000000,"polish,jewish",-1,Near Party Hub,2008-05-22,86.6,Not Specific,69.6,0,1,0,1,1,2.0,Bar,Arabian,3,0,8,6,5,5,10,10.0,4.0,7.0,8,5,2,5,17.19917864476386,unknown,Unknown,Other
38500000,"japanese,thai",Coimbatore,Near Business Hub,2010-05-29,89.0,Not Specific,94.16,1,1,1,1,0,2.0,Bar,90's,4,0,5,4,5,6,8,9.0,5.0,7.0,9,4,1,6,15.181382614647502,coimbatore,India,Tier 2
24000000,"indian,irish",New Delhi,Near Party Hub,2009-10-30,48.0,Not Specific,51.4,0,1,1,1,1,1.0,Bar,Greek,3,1,5,3,4,4,9,9.0,,5.0,4,5,4,4,15.759069130732374,new delhi,India,Tier 1
26000000,"british,japanese",Noida,Near Party Hub,2009-07-01,53.3,Not Specific,68.4,1,1,1,1,1,2.0,Bar,Arabian,3,0,9,3,4,6,10,7.0,4.0,4.0,7,4,6,7,16.09034907597536,noida,India,Tier 1
46000000,"tibetan,greek",Pune,Near Party Hub,2009-07-07,86.0,Not Specific,84.0,1,1,0,0,1,2.0,Bar,Greek,4,0,8,4,4,5,9,7.0,,9.0,10,7,6,4,16.073921971252567,pune,India,Tier 1
50000000,"turkish,sapnish",New Delhi,Near Party Hub,2007-07-09,71.66,Local Celebrity,75.2,1,1,1,1,1,2.0,Bar,Greek,2,0,3,4,3,3,10,6.0,,5.0,3,4,3,4,18.069815195071868,new delhi,India,Tier 1
12000000,"tibetan,italian",New Delhi,Near Party Hub,2008-12-05,68.8,Not Specific,63.6,1,1,0,1,1,2.0,Bar,Greek,2,0,2,3,5,5,10,10.0,,9.0,7,5,3,8,16.659822039698838,new delhi,India,Tier 1
15000000,"welsh,thai",Bangalore,Near Party Hub,2008-06-21,64.0,Not Specific,65.0,1,1,0,1,1,2.0,Bar,90's,2,1,5,3,3,4,10,8.0,3.0,5.0,8,6,7,9,17.117043121149898,bangalore,India,Tier 1
31000000,"tibetan,greek",Gandhi Nagar,Near Party Hub,2011-07-02,78.15,Not Specific,76.8,1,1,1,1,1,2.0,Bar,Greek,2,0,8,5,4,5,10,9.0,,3.0,6,6,5,8,14.088980150581794,gandhinagar,India,Tier 3
45000000,"tibetan,italian",Hyderabad,Near Business Hub,2009-08-01,90.0,Local Celebrity,97.1,0,1,1,1,0,2.0,Bar,Arabian,3,0,1,6,5,6,9,9.0,5.0,4.0,9,4,2,8,16.005475701574266,hyderabad,India,Tier 1
65000000,"tibetan,italian",Ahmedabad,Near Party Hub,2008-02-24,83.43,Not Specific,73.4,1,1,1,1,1,2.0,Bar,Arabian,3,0,1,5,6,5,6,9.0,6.0,4.0,4,0,6,5,17.440109514031484,ahmedabad,India,Tier 1
20000000,"turkish,sapnish",Gurgaon,Near Business Hub,2009-07-17,70.0,Tier A Celebrity,65.0,1,1,1,1,1,2.0,Bar,Arabian,3,0,10,4,4,4,5,10.0,4.0,8.0,9,2,1,4,16.046543463381244,gurgaon,India,Tier 1
32500000,"welsh,thai",Hyderabad,Near Party Hub,2012-05-11,86.9,Not Specific,94.9,1,1,1,1,0,2.0,Bar,Mise En,2,1,9,4,5,6,5,,3.0,,9,7,0,7,13.229295003422314,hyderabad,India,Tier 1
40000000,"tibetan,greek",Noida,Near Party Hub,2010-04-18,85.6,Tier A Celebrity,86.0,0,1,1,1,1,1.0,Bar,Arabian,2,1,8,6,5,6,9,10.0,4.0,8.0,6,5,1,2,15.293634496919918,noida,India,Tier 1
30000000,"tibetan,greek",Bangalore,Near Party Hub,2009-10-10,73.4,Not Specific,81.0,1,1,1,0,1,2.0,Caffee,Arabian,3,1,4,4,4,4,7,9.0,6.0,5.0,7,4,1,5,15.813826146475018,bangalore,India,Tier 1
30000000,"tibetan,italian",Chennai,Near Business Hub,2011-09-24,90.8,Tier A Celebrity,77.0,1,1,1,0,1,1.0,Bar,90's,3,1,3,5,6,6,6,7.0,4.0,4.0,8,7,3,10,13.859000684462696,chennai,India,Tier 1
43000000,"indian,irish",New Delhi,Near Party Hub,2009-04-10,73.33,Not Specific,70.2,1,1,1,1,1,2.0,Bar,Nature,2,0,7,3,6,5,8,10.0,,6.0,5,6,4,6,16.314852840520192,new delhi,India,Tier 1
12000000,"welsh,thai",Gurgaon,Near Party Hub,2009-04-28,69.0,Not Specific,70.0,1,1,1,1,0,2.0,Caffee,Arabian,3,0,5,5,6,5,8,9.0,4.0,8.0,7,4,2,9,16.265571526351813,gurgaon,India,Tier 1
51500000,"chinese,salvadorian",Hyderabad,Near Party Hub,2011-02-21,84.8,Tier A Celebrity,87.4,1,1,1,1,0,2.0,Bar,Greek,3,0,4,5,5,6,7,7.0,,6.0,6,6,2,5,14.447638603696099,hyderabad,India,Tier 1
40000000,"turkish,nigerian",Mumbai,Near Business Hub,2009-02-18,80.0,Not Specific,74.0,1,1,0,1,1,2.0,Bar,Parsi,3,0,10,3,5,6,9,9.0,,8.0,5,5,3,3,16.45448323066393,mumbai,India,Tier 1
23500000,"polish,jewish",Hyderabad,Near Business Hub,2009-01-13,64.0,Not Specific,76.0,1,1,1,1,1,2.0,Caffee,Arabian,4,1,8,4,4,4,7,7.0,4.0,8.0,5,7,5,6,16.553045859000683,hyderabad,India,Tier 1
12000000,"algerian,korean",Aurangabad,Near Party Hub,2009-08-25,78.0,Not Specific,64.0,1,1,1,0,1,2.0,Bar,Nature,1,0,3,4,5,4,10,8.0,,7.0,7,5,6,7,15.939767282683095,aurangabad,India,Tier 2
5500000,"irish,belgian",-1,Near Party Hub,2010-03-03,75.06,Not Specific,63.4,0,1,1,1,1,2.0,Bar,Arabian,2,0,3,2,4,1,6,8.0,3.0,7.0,7,4,5,7,15.419575633127995,unknown,Unknown,Other
12000000,"peruvian,cuban",Hyderabad,Near Business Hub,2010-03-08,63.0,Tier A Celebrity,64.0,1,1,1,1,1,2.0,Bar,90's,3,1,3,2,3,2,10,6.0,2.0,0.0,0,0,2,0,15.405886379192333,hyderabad,India,Tier 1
10000000,"indian,irish",Hyderabad,Near Party Hub,2010-06-05,86.66,Not Specific,93.0,0,1,1,1,1,2.0,Bar,Greek,3,1,3,3,3,4,5,7.0,3.0,9.0,7,3,6,7,15.162217659137577,hyderabad,India,Tier 1
